区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
,,,,,,,,,,,,
西城,荣丰2008 ,1室1厅,34.53,410,118738,,西南,精装,无,中楼层(共20层)2004年建塔楼,,-
,,,,,,,,,,,,
西城,新安中里 ,1室1厅,50.33,450,89410,,西,简装,有电梯,顶层(共16层)2004年建板塔结合,,-
,,,,,,,,,,,,
西城,新安南里 ,2室1厅,50.59,530,104764,,南,精装,无,中楼层(共6层)1979年建板楼,,-
,,,,,,,,,,,,
西城,天宁寺西里 ,2室1厅,73.59,695,94443,,东南北,简装,无,中楼层(共7层)1996年建板楼,,-
,,,,,,,,,,,,
西城,一瓶 ,3室1厅,153.08,1950,127385,,东,精装,无,高楼层(共13层)2008年建板塔结合,,-
,,,,,,,,,,,,
西城,车站东街15号院 ,2室1厅,62.77,595,94791,,南西北,简装,无电梯,底层(共6层)1996年建板楼,,-
,,,,,,,,,,,,
西城,青春无限 ,1室1厅,67.49,450,66677,,北,简装,有电梯,高楼层(共22层)2004年建塔楼,,-
,,,,,,,,,,,,
西城,平渊北里 ,2室1厅,51.04,530,103841,,南,精装,无,中楼层(共5层)1974年建板楼,,-
,,,,,,,,,,,,
西城,右安门内西街甲10号院 ,2室1厅,62.89,590,93815,,南北,其他,无电梯,高楼层(共6层)1982年建板楼,,-
,,,,,,,,,,,,
西城,信建里小区 ,2室1厅,64.93,690,106269,,东南北,其他,无电梯,高楼层(共6层)1985年建板楼,,-
,,,,,,,,,,,,
西城,清芷园 ,5室2厅,260.34,1900,72982,,南北,精装,有电梯,底层(共13层)2001年建板塔结合,,-
,,,,,,,,,,,,
西城,西四北三条 ,2室1厅,51.4,580,112841,,东西,简装,无电梯,中楼层(共5层)1978年建板楼,,-
,,,,,,,,,,,,
西城,德外大街12号院 ,3室1厅,97.77,1450,148308,,东南北,精装,无,低楼层(共20层)2001年建塔楼,,-
,,,,,,,,,,,,
西城,新外大街18号 ,2室1厅,58.2,810,139176,,西北,精装,有电梯,中楼层(共18层)1990年建塔楼,,-
,,,,,,,,,,,,
西城,西交民巷62号院 ,2室1厅,60.7,760,125206,,东北,简装,有电梯,低楼层(共12层)1986年建板塔结合,,-
,,,,,,,,,,,,
西城,太平里 ,1室1厅,49.6,410,82662,,东西,简装,无电梯,中楼层(共7层)1998年建板楼,,-
,,,,,,,,,,,,
西城,荣丰2008 ,1室1厅,33.86,330,97461,,南,其他,有电梯,高楼层(共26层)2006年建塔楼,,-
,,,,,,,,,,,,
西城,新外大街10号院 ,2室1厅,64.8,820,126544,房本满五年,南北,精装,无电梯,中楼层(共6层)1994年建板楼,,-
,,,,,,,,,,,,
西城,木樨地 ,2室1厅,77.8,855,109898,房本满五年,东北,简装,有电梯,低楼层(共16层)1991年建塔楼,,-
,,,,,,,,,,,,
西城,红莲南里 ,2室1厅,54.33,460,84668,房本满五年,南北,精装,无,高楼层(共7层)1991年建板楼,,-
,,,,,,,,,,,,
西城,远见名苑 ,1室0厅,51.23,486,94867,房本满五年,南,简装,有电梯,中楼层(共24层)2004年建塔楼,,-
,,,,,,,,,,,,
西城,文联宿舍 ,3室1厅,92.9,1200,129172,房本满五年,东南,简装,有电梯,低楼层(共20层)1998年建塔楼,,-
,,,,,,,,,,,,
西城,龙泉胡同 ,3室1厅,70.49,704.8,99986,房本满五年,东西,其他,无,中楼层(共6层)1983年建板楼,,-
,,,,,,,,,,,,
西城,红莲南里 ,2室1厅,60.13,395,65692,房本满五年,南北,毛坯,无电梯,高楼层(共6层)1991年建板楼,,-
,,,,,,,,,,,,
西城,国英园 ,4室1厅,142.8,1713,119958,房本满五年,南北,其他,无,中楼层(共6层)1998年建板楼,,-
,,,,,,,,,,,,
西城,新明胡同 ,3室1厅,77.6,960,123712,房本满五年,南西北,简装,无电梯,中楼层(共6层)1989年建板楼,,-
,,,,,,,,,,,,
西城,南线里小区 ,1室1厅,63.35,516,81453,房本满五年,西,其他,无,低楼层(共22层)1998年建塔楼,,-
,,,,,,,,,,,,
西城,如意里 ,3室1厅,70.5,760,107802,,南北,简装,无电梯,中楼层(共7层)1988年建板楼,,-
,,,,,,,,,,,,
西城,尚座大厦 ,4室2厅,187.16,2000,106861,,东西,其他,有电梯,高楼层(共18层)2002年建塔楼,,-
,,,,,,,,,,,,
西城,六铺炕二区 ,1室1厅,48.1,630,130978,,东南,简装,有电梯,中楼层(共15层)1994年建板塔结合,,-
,,,,,,,,,,,,
西城,椿树馆街35号院 ,2室1厅,61.79,540,87393,,东西,精装,无,顶层(共6层)1983年建板楼,,-
,,,,,,,,,,,,
西城,清芷园 ,1室1厅,74.88,750,100161,,东北,简装,有电梯,中楼层(共18层)2003年建塔楼,,-
,,,,,,,,,,,,
西城,门楼巷 ,3室1厅,71.47,589,82413,,南北,简装,无电梯,顶层(共6层)1989年建板楼,,-
,,,,,,,,,,,,
西城,德外大街乙12号院 ,2室1厅,60.4,785,129967,,南北,精装,无电梯,中楼层(共6层)1983年建板楼,,-
,,,,,,,,,,,,
西城,德宝新园 ,1室1厅,46,483,105000,,东,简装,无电梯,中楼层(共6层)1992年建板楼,,-
,,,,,,,,,,,,
西城,白纸坊东街 ,2室1厅,57.92,599,103419,,东西,精装,无电梯,顶层(共6层)1980年建板楼,,-
,,,,,,,,,,,,
西城,牛街西里 ,1室1厅,54.98,450,81848,,南,简装,有电梯,低楼层(共19层)2004年建塔楼,,-
,,,,,,,,,,,,
西城,蝶翠华庭 ,1室1厅,68.29,648,94890,,西北,简装,无,中楼层(共29层)2003年建塔楼,,-
,,,,,,,,,,,,
西城,教场口9号院 ,2室1厅,75.34,941,124901,,东南,精装,有电梯,高楼层(共22层)2003年建塔楼,,-
,,,,,,,,,,,,
西城,右安门内西街甲10号院 ,2室1厅,62.94,560,88974,,南北,其他,无,顶层(共6层)1986年建板楼,,-
,,,,,,,,,,,,
西城,建功北里 ,1室1厅,47.31,440,93004,,南北,精装,无电梯,高楼层(共6层)1997年建板楼,,-
,,,,,,,,,,,,
西城,京畿道 ,2室1厅,79.4,1190,149875,,东西,简装,无,高楼层(共6层)1993年建板楼,,-
,,,,,,,,,,,,
西城,平原里小区 ,1室1厅,50.12,500,99761,,南北,简装,无电梯,低楼层(共6层)1998年建板楼,,-
,,,,,,,,,,,,
西城,展览路 ,3室1厅,86.9,760,87457,,东西,精装,无电梯,中楼层(共4层)1950年建板楼,,-
,,,,,,,,,,,,
西城,姚家井二巷 ,2室1厅,57.15,570,99738,,东西,简装,无电梯,顶层(共6层)1992年建板楼,,-
,,,,,,,,,,,,
西城,五路通北街1号 ,2室1厅,51.5,660,128156,,南北,简装,无,中楼层(共5层)1958年建板楼,,-
,,,,,,,,,,,,
西城,玺源台 ,2室1厅,111.32,1280,114984,,南,精装,有电梯,高楼层(共27层)2013年建板楼,,-
,,,,,,,,,,,,
西城,新明胡同 ,3室1厅,79.8,950,119048,房本满五年,西南,简装,有电梯,低楼层(共18层)1992年建塔楼,,-
,,,,,,,,,,,,
西城,玺源台 ,2室1厅,111.32,1280,114984,房本满五年,南,精装,有电梯,高楼层(共27层)2013年建板楼,,-
,,,,,,,,,,,,
西城,新外大街6号院 ,3室1厅,83.5,980,117366,,南北,精装,无电梯,低楼层(共6层)1987年建板楼,,-
,,,,,,,,,,,,
西城,右安门内西街甲10号院 ,2室1厅,62.81,520,82790,,南北,其他,无电梯,低楼层(共6层)1986年建板楼,,-
,,,,,,,,,,,,
西城,如意里 ,2室1厅,58.1,627,107918,,南北,简装,无,低楼层(共7层)1991年建板楼,,-
,,,,,,,,,,,,
西城,新外大街10号院 ,2室1厅,55.6,710,127698,,东北,简装,无电梯,低楼层(共6层)1980年建板楼,,-
,,,,,,,,,,,,
西城,清芷园 ,2室1厅,92.52,880,95115,,西南,简装,有电梯,低楼层(共18层)2003年建塔楼,,-
,,,,,,,,,,,,
西城,牛街东里 ,1室1厅,54.67,490,89629,,南,简装,有电梯,低楼层(共19层)1999年建塔楼,,-
,,,,,,,,,,,,
西城,红莲南里 ,3室1厅,71.01,580,81679,,东南北,简装,有电梯,高楼层(共18层)1991年建塔楼,,-
,,,,,,,,,,,,
西城,泰和嘉苑 ,1室0厅,39.95,399.5,100000,,东,简装,有电梯,低楼层(共21层)2003年建塔楼,,-
,,,,,,,,,,,,
西城,荣丰2008 ,1室0厅,30.25,332,109753,,北,精装,有电梯,中楼层(共26层)2006年建塔楼,,-
,,,,,,,,,,,,
西城,信建里小区 ,2室1厅,59.19,610,103058,,南北,其他,无电梯,高楼层(共6层)1982年建板楼,,-
,,,,,,,,,,,,
西城,祥和家苑 ,2室1厅,88.78,810,91237,,东北,其他,有电梯,高楼层(共24层)2004年建塔楼,,-
,,,,,,,,,,,,
西城,牛街东里 ,1室1厅,56.98,465,81608,,东南,其他,有电梯,低楼层(共19层)1999年建塔楼,,-
,,,,,,,,,,,,
西城,考拉社区 ,1室0厅,34.33,302,87970,,东,简装,有电梯,中楼层(共21层)2006年建塔楼,,-
,,,,,,,,,,,,
西城,阜成门南大街 ,1室1厅,39.8,480,120604,,南西北,简装,无,中楼层(共20层)1992年建塔楼,,-
,,,,,,,,,,,,
西城,航空胡同40号院 ,2室1厅,68.2,760,111437,,西南,简装,无,顶层(共6层)2000年建板楼,,-
,,,,,,,,,,,,
西城,西豪逸景 ,1室1厅,64.22,550,85644,,西,精装,有电梯,顶层(共28层)2001年建塔楼,,-
,,,,,,,,,,,,
西城,朗琴园 ,1室1厅,57.32,610,106421,,北,简装,无,低楼层(共29层)2002年建塔楼,,-
,,,,,,,,,,,,
西城,新街口西里二区 ,3室1厅,102.2,950,92955,,南北,简装,无电梯,高楼层(共6层)2005年建板楼,,-
,,,,,,,,,,,,
西城,六铺炕二区 ,3室1厅,100.3,1050,104686,,南,简装,无,顶层(共4层)1950年建板楼,,-
,,,,,,,,,,,,
西城,官园公寓 ,5室2厅,195.7,1900,97088,,南北,其他,无电梯,顶层(共4层)1998年建板楼,,-
,,,,,,,,,,,,
西城,荣丰2008 ,1室0厅,23.8,305,128152,,南,简装,有电梯,中楼层(共26层)2006年建塔楼,,-
,,,,,,,,,,,,
西城,荣宁园 ,3室1厅,148.64,1230,82751,,东南,简装,有电梯,顶层(共14层)2001年建塔楼,,-
,,,,,,,,,,,,
西城,木樨地 ,3室1厅,84.9,933,109894,,东北,简装,有电梯,低楼层(共18层)1986年建塔楼,,-
,,,,,,,,,,,,
西城,裕中西里 ,2室1厅,64,740,115625,,西南,其他,无,高楼层(共20层)1991年建塔楼,,-
,,,,,,,,,,,,
西城,红居斜街 ,2室1厅,64.55,560,86755,,东西,其他,无电梯,中楼层(共6层)1990年建板楼,,-
,,,,,,,,,,,,
西城,建功东里 ,2室1厅,54.53,435,79773,,东西,精装,无电梯,顶层(共6层)1980年建板楼,,-
,,,,,,,,,,,,
西城,教场口9号院 ,2室1厅,68.58,850,123943,,南,精装,有电梯,中楼层(共21层)2005年建塔楼,,-
,,,,,,,,,,,,
西城,清芷园 ,2室1厅,90.12,870,96538,,东南,精装,有电梯,低楼层(共18层)2003年建塔楼,,-
,,,,,,,,,,,,
西城,教场口9号院 ,2室1厅,68.58,850,123943,房本满五年,南,精装,有电梯,中楼层(共21层)2005年建塔楼,,-
,,,,,,,,,,,,
西城,恬心家园 ,2室2厅,87.57,740,84504,房本满五年,东,精装,有电梯,低楼层(共20层)2003年建塔楼,,-
,,,,,,,,,,,,
西城,玺源台 ,1室1厅,62.83,650,103454,房本满五年,东,简装,有电梯,低楼层(共27层)2013年建板楼,,-
,,,,,,,,,,,,
西城,德外大街乙12号院 ,2室1厅,62.2,715,114952,房本满五年,东西,简装,无电梯,高楼层(共6层)1982年建板楼,,-
,,,,,,,,,,,,
西城,广安苑二期 ,2室2厅,91.7,910,99237,,西南,精装,有电梯,低楼层(共23层)2002年建塔楼,,-
,,,,,,,,,,,,
西城,中信沁园 ,2室2厅,91.1,1300,142701,,南西,精装,有电梯,低楼层(共20层)2011年建板塔结合,,-
,,,,,,,,,,,,
西城,裕中西里 ,2室1厅,73.2,860,117487,,西北,简装,有电梯,高楼层(共20层)1992年建塔楼,,-
,,,,,,,,,,,,
西城,华尊大厦 ,3室1厅,171.79,938,54602,,西南,精装,无,低楼层(共18层)2003年建塔楼,,-
,,,,,,,,,,,,
西城,西便门外大街 ,3室0厅,93.5,981,104920,,西南北,毛坯,无电梯,底层(共4层)1955年建板楼,,-
,,,,,,,,,,,,
西城,德胜里一区 ,3室1厅,79.7,1040,130490,,南北,简装,无电梯,中楼层(共5层)1984年建板楼,,-
,,,,,,,,,,,,
西城,湾子街社区 ,2室1厅,57.74,420,72740,,南北,简装,无电梯,中楼层(共6层)1990年建板楼,,-
,,,,,,,,,,,,
西城,阜成门南大街 ,3室1厅,76.8,798,103907,,东西,精装,有电梯,高楼层(共14层)1985年建板楼,,-
,,,,,,,,,,,,
西城,右安门内西街甲10号院 ,3室1厅,77.88,740,95018,,南北,简装,无电梯,中楼层(共6层)1986年建板楼,,-
,,,,,,,,,,,,
西城,莲花池东路 ,1室1厅,42,516,122858,,南,精装,有电梯,低楼层(共16层)1987年建塔楼,,-
,,,,,,,,,,,,
西城,木樨地 ,2室1厅,68,748,110000,,南,其他,有电梯,中楼层(共16层)1987年建塔楼,,-
,,,,,,,,,,,,
西城,荣丰2008 ,1室0厅,32.58,335,102824,,南,精装,有电梯,低楼层(共20层)2004年建塔楼,,-
,,,,,,,,,,,,
西城,南线阁9号院 ,4室2厅,226.78,2494.6,110000,,南北,简装,无,底层(共10层)2003年建塔楼,,-
,,,,,,,,,,,,
西城,朗琴园 ,1室1厅,57.02,598,104876,,北,精装,无,中楼层(共29层)2002年建塔楼,,-
,,,,,,,,,,,,
西城,后桃园胡同10号 ,2室1厅,46.9,450,95949,,东西,精装,无电梯,中楼层(共4层)1958年建板楼,,-
,,,,,,,,,,,,
西城,新明胡同 ,3室1厅,77.6,900,115980,,南北,简装,无电梯,高楼层(共6层)1989年建板楼,,-
,,,,,,,,,,,,
西城,南礼士路46号院 ,1室1厅,57.72,795,137734,,西,精装,有电梯,低楼层(共25层)2014年建板楼,,-
,,,,,,,,,,,,
西城,荣丰2008 ,1室1厅,37.75,458,121325,,南,其他,有电梯,高楼层(共20层)2004年建塔楼,,-
,,,,,,,,,,,,
西城,禄长街头条19号院 ,1室1厅,44.12,430,97462,,南,精装,无,顶层(共6层)1996年建板楼,,-
,,,,,,,,,,,,
西城,荣丰2008 ,1室0厅,37.72,360,95441,,西,简装,无,低楼层(共20层)2008年建塔楼,,-
,,,,,,,,,,,,
西城,荣丰2008 ,1室0厅,22.5,300,133334,,南,简装,有电梯,底层(共26层)2006年建塔楼,,-
,,,,,,,,,,,,
西城,广安门外南街 ,1室1厅,56.39,420,74482,,东西,简装,有电梯,中楼层(共12层)1998年建板塔结合,,-
,,,,,,,,,,,,
西城,虎坊路小区 ,3室1厅,68.1,800,117475,,南北,简装,无,底层(共4层)1960年建板楼,,-
,,,,,,,,,,,,
西城,荣丰2008 ,1室0厅,26.71,300,112318,,西,其他,有电梯,高楼层(共26层)2006年建塔楼,,-
,,,,,,,,,,,,
西城,玉桃园三区 ,3室1厅,85.2,937,109977,,南北,简装,无电梯,顶层(共5层)1990年建板楼,,-
,,,,,,,,,,,,
西城,小马厂西里 ,2室1厅,69.2,595,85983,,南北,毛坯,无,低楼层(共12层)1980年建板楼,,-
,,,,,,,,,,,,
西城,南礼士路三条南里 ,2室2厅,121.22,1200,98994,房本满五年,东南西,简装,有电梯,中楼层(共11层)2008年建板塔结合,,-
,,,,,,,,,,,,
西城,德胜里一区 ,3室1厅,71.5,999,139721,房本满五年,南北,精装,无电梯,高楼层(共6层)1988年建板楼,,-
,,,,,,,,,,,,
西城,蝶翠华庭 ,3室1厅,132.4,1350,101964,房本满五年,西南,精装,有电梯,顶层(共29层)2004年建塔楼,,-
,,,,,,,,,,,,
西城,太平里 ,2室1厅,77.67,605,77894,房本满五年,南北,精装,无电梯,顶层(共5层)2000年建板楼,,-
,,,,,,,,,,,,
西城,中信禧园 ,2室2厅,91.27,1277,139915,房本满五年,西北,精装,有电梯,高楼层(共20层)2013年建板塔结合,,-
,,,,,,,,,,,,
西城,五路通北街1号 ,2室1厅,49,637,130000,,南北,简装,无电梯,中楼层(共5层)1958年建板楼,,-
,,,,,,,,,,,,
西城,广安门外南街 ,2室1厅,78.89,660,83661,,东,其他,有电梯,中楼层(共13层)1998年建板塔结合,,-
,,,,,,,,,,,,
西城,教场口9号院 ,2室1厅,69.56,848,121910,,南,精装,有电梯,顶层(共22层)2003年建塔楼,,-
,,,,,,,,,,,,
西城,马甸南村 ,2室1厅,73.7,998,135414,,东南,精装,有电梯,中楼层(共18层)1990年建塔楼,,-
,,,,,,,,,,,,
西城,六铺炕二区 ,2室1厅,60.6,848,139934,,南北,精装,无电梯,中楼层(共6层)1981年建板楼,,-
,,,,,,,,,,,,
西城,熔炼厂宿舍 ,2室1厅,64.56,550,85193,,东北,简装,无电梯,顶层(共6层)1980年建板楼,,-
,,,,,,,,,,,,
西城,德外大街乙12号院 ,2室1厅,58.7,660,112437,,东,简装,无,中楼层(共6层)1982年建板楼,,-
,,,,,,,,,,,,
西城,远见名苑 ,2室1厅,79.17,680,85892,,西南,简装,有电梯,中楼层(共24层)2004年建塔楼,,-
,,,,,,,,,,,,
西城,六铺炕二区 ,1室1厅,48.1,660,137215,,西北,简装,无,中楼层(共17层)1990年建塔楼,,-
,,,,,,,,,,,,
西城,民康胡同30号院 ,2室1厅,58.4,698,119521,,东北,简装,无,高楼层(共19层)1991年建塔楼,,-
,,,,,,,,,,,,
西城,丽水莲花 ,1室1厅,66.91,635,94904,,东,简装,无,中楼层(共28层)2006年建塔楼,,-
,,,,,,,,,,,,
西城,清芷园 ,3室1厅,162.77,1400,86011,,南北,精装,有电梯,底层(共17层)2000年建板塔结合,,-
,,,,,,,,,,,,
西城,西环景苑 ,3室2厅,138.66,1080,77889,,南西,简装,有电梯,顶层(共19层)2001年建塔楼,,-
,,,,,,,,,,,,
西城,阜成门外北街 ,2室1厅,49,475,96939,,东,精装,无电梯,顶层(共5层)1965年建板楼,,-
,,,,,,,,,,,,
西城,天宁寺东里 ,1室0厅,35.99,380,105585,,南,精装,无电梯,中楼层(共5层)1977年建板楼,,-
,,,,,,,,,,,,
西城,青春无限 ,1室0厅,52.59,420,79864,,东,简装,有电梯,高楼层(共22层)2004年建塔楼,,-
,,,,,,,,,,,,
西城,天宁寺西里 ,2室1厅,58.27,480,82376,,南北,简装,无电梯,高楼层(共6层)1988年建板楼,,-
,,,,,,,,,,,,
西城,裕中东里 ,2室1厅,59.5,740,124370,,南北,精装,无电梯,高楼层(共6层)1990年建板楼,,-
,,,,,,,,,,,,
西城,右安门内西街1号院 ,1室1厅,49.53,500,100949,,南,其他,无电梯,底层(共6层)1997年建板楼,,-
,,,,,,,,,,,,
西城,虎坊路小区 ,2室1厅,45.8,600,131005,,南北,毛坯,无,中楼层(共4层)1957年建板楼,,-
,,,,,,,,,,,,
西城,黄寺大街24号院 ,3室1厅,99.8,1220,122245,,西北,简装,有电梯,低楼层(共18层)1999年建塔楼,,-
,,,,,,,,,,,,
西城,新街口西里一区 ,4室1厅,108.06,990,91616,,南北,简装,无,顶层(共6层)2003年建板楼,,-
,,,,,,,,,,,,
西城,新安中里 ,7室1厅,187.71,1650,87902,,南北,简装,有电梯,顶层(共16层)2004年建板塔结合,,-
,,,,,,,,,,,,
西城,南纬路12号院 ,2室1厅,64.57,600,92923,,南北,其他,无,低楼层(共6层)1964年建板楼,,-
,,,,,,,,,,,,
西城,玺源台 ,2室1厅,62.83,600,95496,,东,精装,有电梯,中楼层(共27层)2013年建板楼,,-
,,,,,,,,,,,,
西城,玺源台 ,2室1厅,62.83,600,95496,房本满五年,东,精装,有电梯,中楼层(共27层)2013年建板楼,,-
,,,,,,,,,,,,
西城,榆树馆西里 ,2室1厅,66.9,650,97160,房本满五年,南,简装,有电梯,低楼层(共18层)1987年建塔楼,,-
,,,,,,,,,,,,
西城,格调 ,1室1厅,73,656,89864,房本满五年,西南,精装,无,中楼层(共24层)2007年建板塔结合,,-
,,,,,,,,,,,,
西城,新街口西里二区 ,2室1厅,70.22,680,96839,房本满五年,东,简装,无电梯,底层(共6层)2005年建板楼,,-
,,,,,,,,,,,,
西城,百万庄卯区 ,2室1厅,60.9,606,99508,房本满五年,东西,简装,无,低楼层(共3层)1955年建板楼,,-
,,,,,,,,,,,,
西城,第三区 ,3房间1卫,89.15,534,59900,房本满五年,南,精装,有电梯,高楼层(共18层)2012年建板楼,,-
,,,,,,,,,,,,
西城,右安门内西街甲10号院 ,1室1厅,38.88,395,101595,房本满五年,东南,简装,无电梯,顶层(共6层)1987年建板楼,,-
,,,,,,,,,,,,
西城,牛街东里 ,1室1厅,56.98,470,82486,房本满五年,东南,简装,有电梯,高楼层(共19层)1999年建塔楼,,-
,,,,,,,,,,,,
西城,佟麟阁路62号院 ,2室1厅,75.7,1080,142669,,东南,简装,有电梯,低楼层(共18层)1987年建板塔结合,,-
,,,,,,,,,,,,
西城,格调 ,2室2厅,104.72,1000,95493,,西南,精装,有电梯,低楼层(共14层)2004年建板塔结合,,-
,,,,,,,,,,,,
西城,核桃园 ,2室1厅,56.53,540,95525,,南北,简装,无电梯,底层(共6层)1987年建板楼,,-
,,,,,,,,,,,,
西城,国英一号 ,1室0厅,201.17,1206,59950,,东南,其他,有电梯,中楼层(共14层)2000年建板塔结合,,-
,,,,,,,,,,,,
西城,国英一号 ,1室0厅,242.92,1452,59773,,东,简装,有电梯,中楼层(共14层)2000年建板塔结合,,-
,,,,,,,,,,,,
西城,清芷园 ,2室1厅,86.67,736,84920,,东,简装,有电梯,低楼层(共18层)2000年建板塔结合,,-
,,,,,,,,,,,,
西城,白广路6号院 ,1室1厅,45.34,429,94619,,东,精装,无电梯,高楼层(共6层)1991年建板楼,,-
,,,,,,,,,,,,
西城,车站西街 ,2室1厅,58.89,498,84565,,南北,其他,无电梯,中楼层(共6层)1992年建板楼,,-
,,,,,,,,,,,,
西城,冰窖口胡同73号院 ,2室1厅,58.2,770,132303,,南,精装,无电梯,中楼层(共6层)1987年建板楼,,-
,,,,,,,,,,,,
西城,天宁寺西里 ,1室1厅,57.23,450,78631,,南,简装,无电梯,顶层(共6层)1991年建板楼,,-
,,,,,,,,,,,,
西城,大钱市胡同 ,2室1厅,55.6,614,110432,,西北,精装,有电梯,中楼层(共16层)1993年建塔楼,,-
,,,,,,,,,,,,
西城,广安门外车站东街 ,2室1厅,50.22,510,101554,,南,精装,无电梯,中楼层(共5层)1980年建板楼,,-
,,,,,,,,,,,,
西城,百万庄卯区 ,2室1厅,60.6,636,104951,,东南西,精装,无,顶层(共3层)1955年建板楼,,-
,,,,,,,,,,,,
西城,格调 ,2室1厅,96.76,830,85780,,西北,精装,有电梯,低楼层(共24层)2007年建板塔结合,,-
,,,,,,,,,,,,
西城,考拉社区 ,1室1厅,55.06,425,77189,,西,其他,有电梯,高楼层(共21层)2006年建塔楼,,-
,,,,,,,,,,,,
西城,红莲南里 ,2室1厅,60.13,480,79828,,南北,精装,无电梯,顶层(共6层)1991年建板楼,,-
,,,,,,,,,,,,
西城,双旗杆东里 ,2室1厅,59.2,738,124663,,南北,其他,无电梯,中楼层(共5层)1979年建板楼,,-
,,,,,,,,,,,,
西城,教场口9号院 ,2室1厅,75,848,113067,,西南,精装,无,顶层(共21层)2005年建塔楼,,-
,,,,,,,,,,,,
西城,车站东街15号院 ,2室1厅,53.97,460,85233,,南北,简装,无电梯,中楼层(共5层)1982年建板楼,,-
,,,,,,,,,,,,
西城,裕中西里 ,3室1厅,87.2,1090,125000,,东南北,简装,无,中楼层(共24层)1991年建塔楼,,-
,,,,,,,,,,,,
西城,立恒名苑 ,7室3厅,532.82,2500,46921,,南西北,其他,无,高楼层(共24层)2002年建塔楼,,-
,,,,,,,,,,,,
西城,马甸南村 ,1室1厅,50.2,740,147411,,南,简装,有电梯,底层(共13层)1992年建板塔结合,,-
,,,,,,,,,,,,
西城,马甸南村 ,1室1厅,50.2,740,147411,房本满五年,南,简装,有电梯,底层(共13层)1992年建板塔结合,,-
,,,,,,,,,,,,
西城,玺源台 ,2室1厅,76.33,850,111359,房本满五年,南,精装,有电梯,高楼层(共27层)2013年建板楼,,-
,,,,,,,,,,,,
西城,六铺炕二区 ,3室1厅,89.1,1070,120090,房本满五年,南北,简装,无,顶层(共4层)1950年建板楼,,-
,,,,,,,,,,,,
西城,玺源台 ,1室1厅,61.85,620,100243,房本满五年,西,简装,有电梯,低楼层(共27层)2013年建板楼,,-
,,,,,,,,,,,,
西城,法源寺西里小区 ,4室2厅,154.37,1312,84991,房本满五年,东西,简装,有电梯,顶层(共9层)1998年建板塔结合,,-
,,,,,,,,,,,,
西城,海润花园 ,2室1厅,81.96,720,87848,房本满五年,南北,简装,无电梯,高楼层(共6层)1999年建板楼,,-
,,,,,,,,,,,,
西城,物华大厦 ,3室2厅,226.46,1250,55198,房本满五年,东,简装,有电梯,高楼层(共24层)1999年建塔楼,,-
,,,,,,,,,,,,
西城,玺源台 ,1室0厅,32.63,365,111861,房本满五年,南,精装,有电梯,低楼层(共27层)2013年建板楼,,-
,,,,,,,,,,,,
西城,教场口9号院 ,2室1厅,75.57,860,113802,房本满五年,东北,简装,有电梯,高楼层(共22层)2003年建塔楼,,-
,,,,,,,,,,,,
西城,新壁街 ,3室1厅,134.6,1199,89079,房本满五年,东西,精装,无电梯,高楼层(共6层)2004年建板楼,,-
,,,,,,,,,,,,
西城,荣丰2008 ,1室0厅,19.14,278,145246,房本满五年,西,精装,有电梯,高楼层(共26层)2006年建塔楼,,-
,,,,,,,,,,,,
西城,新风街 ,3室1厅,71.3,938,131557,房本满五年,东南北,精装,有电梯,中楼层(共16层)1989年建塔楼,,-
,,,,,,,,,,,,
西城,西便门外大街 ,2室1厅,65.7,680,103501,房本满五年,东,精装,无电梯,底层(共4层)1955年建板楼,,-
,,,,,,,,,,,,
西城,荣丰2008 ,1室0厅,25.52,310,121474,房本满五年,西,简装,有电梯,低楼层(共26层)2006年建塔楼,,-
,,,,,,,,,,,,
西城,车公庄中里 ,3室1厅,96.5,930,96374,,东南,简装,无,中楼层(共18层)1997年建塔楼,,-
,,,,,,,,,,,,
西城,富国里小区 ,2室1厅,71.9,780,108485,,西北,简装,无电梯,顶层(共5层)1998年建板楼,,-
,,,,,,,,,,,,
西城,手帕口北街 ,3室1厅,78.01,660,84605,,南西北,简装,无,低楼层(共6层)1989年建板楼,,-
,,,,,,,,,,,,
西城,荣丰2008 ,1室0厅,21.53,285,132374,,北,其他,有电梯,低楼层(共20层)2004年建塔楼,,-
,,,,,,,,,,,,
西城,平原里小区 ,2室1厅,61.85,585,94584,,东西,其他,有电梯,高楼层(共9层)1999年建板楼,,-
,,,,,,,,,,,,
西城,新外大街6号院 ,2室1厅,59.2,780,131757,,东西,简装,无电梯,低楼层(共6层)1984年建板楼,,-
,,,,,,,,,,,,
西城,荣丰2008 ,1室0厅,33.98,380,111831,,西,精装,有电梯,中楼层(共26层)2006年建塔楼,,-
,,,,,,,,,,,,
西城,青春无限 ,1室0厅,52.59,420,79864,,西,精装,无,高楼层(共22层)2004年建塔楼,,-
,,,,,,,,,,,,
西城,红莲中里 ,3室1厅,75.26,595,79060,,东南,精装,有电梯,底层(共18层)1980年建塔楼,,-
,,,,,,,,,,,,
西城,广华轩 ,3室1厅,150.76,1240,82250,,西南北,精装,无,中楼层(共24层)2000年建塔楼,,-
,,,,,,,,,,,,
西城,荣丰2008 ,1室0厅,25.71,305,118631,,南北,简装,无,高楼层(共26层)2006年建塔楼,,-
,,,,,,,,,,,,
