Male	c	18	0.9686285397001666
Male	c	19	0.9676568573014992
Male	0	001006001	0.9498889505830095
Male	b	507712	0.927540255413659
Male	0	001009002	0.92129372570794
Male	c	2	0.9082454192115491
Male	c	1	0.8997779011660189
Male	b	4	0.8889505830094392
Male	b	502051	0.8541088284286508
Male	f	2:63::	0.8391171571349251
Male	c	12	0.8148250971682399
Male	0	001009	0.8139922265408107
Male	b	512660	0.7949750138811771
Male	b	16	0.7915047196002221
Male	b	50	0.7727651304830649
Male	c	11	0.7722098833981121
Male	0	001001001	0.758328706274292
Male	0	001007001	0.7574958356468628
Male	c	20	0.7533314825097168
Male	c	8	0.7498611882287618
Male	c	269	0.7354247640199889
Male	c	35	0.7350083287062743
Male	c	278	0.7330649639089395
Male	f	2:63:001013012:	0.7315380344253193
Male	b	79	0.7293170460855081
Male	c	38	0.720294280955025
Male	b	512657	0.7183509161576902
Male	b	516991	0.7148806218767352
Male	b	505390	0.7058578567462521
Male	b	512673	0.7014158800666297
Male	b	2	0.7000277623542477
Male	b	53	0.6964186563020545
Male	c	37	0.6943364797334814
Male	c	59	0.689200444197668
Male	c	61	0.6889228206551916
Male	c	10	0.6746252082176568
Male	b	103	0.6725430316490838
Male	4	4041	0.6724042198778456
Male	b	219	0.6703220433092726
Male	c	56	0.6476957245974458
Male	0	001006002	0.6449194891726818
Male	0	003	0.643670183231538
Male	b	516995	0.6343697945585786
Male	b	509968	0.6271515824541921
Male	b	51	0.6186840644086619
Male	b	58	0.5795391449194892
Male	c	714	0.5735702387562466
Male	b	513650	0.5706551915602444
Male	c	1876	0.5664908384230983
Male	b	515974	0.5659355913381455
Male	0	001001003	0.5602443087173792
Male	4	4072	0.5553858967240421
Male	0	001001007	0.5494169905607995
Male	0	001005004	0.5456690727373681
Male	0	001001002	0.538728484175458
Male	b	515245	0.5131871182676291
Male	b	501695	0.4798722931704609
Male	c	1182	0.47862298722931707
Male	0	001013012	0.47362576346474183
Male	c	9	0.45405330372015545
Male	0	001005001	0.445446973903387
Male	f	4:312::	0.4416990560799556
Male	b	505692	0.42518045530260967
Male	c	13	0.42212659633536925
Male	0	001013004	0.42143253747917825
Male	c	15	0.42018323153803444
Male	c	31	0.4161576901721266
Male	b	73	0.4146307606885064
Male	f	4:23:001008016:	0.4125485841199334
Male	c	140	0.4119933370349806
Male	b	48	0.409494725152693
Male	b	56	0.4035258189894503
Male	f	4:282::	0.390199888950583
Male	c	7	0.38381454747362576
Male	c	42	0.3706274292059967
Male	b	7	0.36549139367018324
Male	c	3371	0.36410327595780123
Male	b	502721	0.3627151582454192
Male	0	001008002	0.3627151582454192
Male	c	9154	0.3620210993892282
Male	c	614	0.361188228761799
Male	4	4071	0.35397001665741257
Male	c	601	0.3406440866185452
Male	c	96	0.338423098278734
Male	b	84	0.3364797334813992
Male	c	114	0.32940033314825096
Male	c	36	0.32731815657967794
Male	c	172	0.3238478622987229
Male	b	65	0.31191004997223765
Male	f	4:23::	0.30968906163242643
Male	c	90	0.30913381454747363
Male	c	52	0.3034425319267074
Male	b	507459	0.3014991671293726
Male	4	4035690	0.30011104941699057
Male	0	001008	0.29719600222098835
Male	b	64	0.29664075513603555
Male	c	822	0.29608550805108275
Male	b	89	0.2910882842865075
Male	b	516216	0.2910882842865075
Male	c	55	0.2903942254303165
Male	c	602	0.2885896724042199
Male	c	1734	0.2862298722931705
Male	0	003005	0.2847029428095503
Male	c	649	0.2795669072737368
Male	b	513653	0.277623542476402
Male	c	26	0.2672126596335369
Male	c	1800	0.2652692948362021
Male	0	001008010004	0.25638534147695724
Male	c	80	0.25638534147695724
Male	0	001008001	0.2543031649083842
Male	b	88	0.25
Male	c	60	0.249305941143809
Male	c	5159	0.2481954469739034
Male	c	46	0.24625208217656858
Male	c	1772	0.23764575235980012
Male	f	4:22::	0.23750694058856192
Male	b	502049	0.2352859522487507
Male	0	001009001	0.22043309272626319
Male	c	6	0.21224319822320933
Male	b	457311	0.21099389228206553
Male	c	482	0.21043864519711272
Male	0	500010028	0.20960577456968352
Male	b	68	0.2087729039422543
Male	c	1521	0.2064131038312049
Male	c	532	0.2057190449750139
Male	c	7502	0.20280399777901165
Male	f	4:23:001006001:	0.20252637423653524
Male	b	101	0.20099944475291504
Male	f	4:312:001006001:	0.1971127151582454
Male	b	111	0.196835091615769
Male	b	90	0.195446973903387
Male	c	147	0.1951693503609106
Male	b	54	0.1941976679622432
Male	b	85	0.19239311493614658
Male	b	57	0.19156024430871738
Male	0	001001006	0.19114380899500277
Male	b	506170	0.19086618545252637
Male	b	515975	0.19044975013881177
Male	c	69	0.19003331482509717
Male	c	3583	0.18989450305385897
Male	c	57	0.18892282065519156
Male	c	8889	0.18892282065519156
Male	c	2284	0.18725707940033315
